"CASE","SERIAL","REF","QUESTNNR","MODE","LANGUAGE","STARTED","PA01","PA18","PA05_01","PA05_02","PA05_03","PA05_04","PA05_05","PA05_06","PA20_01","PA20_02","PA20_03","PA20_04","PA20_05","PA20_06","PA14","PA12","PA17","PA07_01","PA19_01","PA08_01","PA23_01","PA15","PA22","PA16","TR02_01","TR03","TR16","TR04_01","TR04_02","TR04_03","TR04_04","TR04_05","TR04_06","TR04_07","TR04_08","TR11_01","TR11_02","TR11_03","TR11_04","TR11_05","TR11_06","TR11_07","TR11_08","TR05_02","TR05_03","TR05_04","TR05_05","TR05_06","TR05_07","TR06","TR17","SD01","SD03_01","SD04","SD07","SD09","SD17","SD15","SD12","SD14","SD16","GT01","GT02","RG02_01","RG11_01","RG12_01","RG09","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
3640,,,"russia","interview","rus",2021-05-14 14:15:17,4,,1,1,1,1,5,5,,,,,,,16,,,4,,8,,-1,,2,"? ???????? 2021 ???? ??????? ?????? ? ???????? ??? ????. ????? ??????? ????? ???????????? ??????????",2,,-1,3,-1,-1,2,3,3,-1,,,,,,,,,3,2,3,4,3,-1,2,,2,21,3,3,1,,4,1,,2,2,,"1",,,1,9,23,36,79,74,39,64,324,,2021-05-14 14:20:41,1,0,7,7,0,0,1.32,16
3641,,,"russia","interview","rus",2021-05-14 14:15:18,1,,1,2,1,5,5,5,,,,,,,3,,,9,,10,,3,,1,"? ???????? ? ?????? ??????? ????????? ??????????????? ????.",3,,1,1,1,2,3,2,2,3,,,,,,,,,3,3,3,3,3,3,2,,2,20,4,2,2,,4,1,,-1,2,,"1",,,1,32,28,37,59,51,55,67,329,,2021-05-14 14:20:48,1,0,7,7,0,0,1.22,18
3642,,,"russia","interview","rus",2021-05-14 14:15:19,2,,-1,-1,5,5,5,4,,,,,,,16,,,5,,10,,-1,,-1,"????? ?????? ? ??? ????",4,,2,2,1,1,1,1,2,1,,,,,,,,,2,2,2,2,-1,2,-1,,2,38,7,2,3,,1,1,,2,2,,"1",,,1,72,26,63,65,80,73,46,425,,2021-05-14 14:22:24,1,0,7,7,0,0,1.03,11
3643,,,"russia","interview","rus",2021-05-14 14:15:20,3,,3,4,4,5,3,3,,,,,,,3,,,-1,,6,,-9,,1,"?????? ? ???????",2,,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,1,,2,33,7,1,2,,1,1,,1,2,,"1",,,1,3,26,18,16,16,4,33,116,,2021-05-14 14:17:16,1,0,7,7,3,3,2.57,197
3645,,,"russia","interview","rus",2021-05-14 14:15:21,2,,-9,-9,-9,5,-9,-9,,,,,,,16,,,7,,4,,4,,1,"????? ??????,???????? ????????,?????? ???????? ? ?????????.",1,,3,1,2,3,1,1,3,4,,,,,,,,,1,1,1,1,1,1,4,,2,30,10,2,5,,5,1,,-1,2,,"1",,,1,12,25,33,62,68,28,52,280,,2021-05-14 14:20:01,1,0,7,7,13,12,1.44,22
3651,,,"russia","interview","rus",2021-05-14 14:15:25,2,,3,4,2,3,4,4,,,,,,,15,,,7,,5,,3,,1,"????????? ?????? ????????? ??????????????? ????. ??????? ?????????? ?????????? ?? 450 ????.",2,,2,3,3,2,2,3,1,3,,,,,,,,,3,3,2,3,3,2,3,,2,27,7,2,1,,1,1,,3,2,,"1",,,1,5,18,22,43,35,7,34,164,,2021-05-14 14:18:09,1,0,7,7,0,0,2.42,95
3652,,,"russia","interview","rus",2021-05-14 14:15:26,4,,1,5,3,5,5,1,,,,,,,3,,,6,,9,,-1,,1,"? ???????????, 19 ???????? 2021 ????, ? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????.",2,,1,1,1,1,1,3,1,3,,,,,,,,,1,1,3,1,1,1,1,,2,37,7,3,1,,5,1,,3,2,,"1",,,1,3,21,42,15,38,20,50,189,,2021-05-14 14:18:35,1,0,7,7,0,0,2.03,104
3655,,,"russia","interview","rus",2021-05-14 14:15:27,2,,2,1,2,5,5,4,,,,,,,16,,,4,,10,,3,,1,"? ???????????, ?????? ??????, ???????? 4 ??????.",3,,1,3,1,1,2,1,2,1,,,,,,,,,2,3,4,4,4,3,2,,2,20,4,3,3,,4,1,,-1,2,,"1",,,1,8,42,51,60,88,34,67,350,,2021-05-14 14:21:17,1,0,7,7,0,0,1.26,17
3656,,,"russia","interview","rus",2021-05-14 14:15:27,4,,1,5,4,5,1,3,,,,,,,3,,,5,,5,,3,,-1,"19 ???????? 2021 ???? ?????? ? ???? ?????????? ?????????.",1,,4,4,4,4,3,3,3,4,,,,,,,,,3,3,-1,-1,-1,-1,-1,,2,25,4,2,2,,4,1,,2,1,,"1",,,1,26,27,57,47,58,35,61,311,,2021-05-14 14:20:39,1,0,7,7,0,0,1.3,19
3658,,,"russia","interview","rus",2021-05-14 14:15:29,3,,2,4,2,5,5,4,,,,,,,16,,,-1,,10,,3,,1,"19 ???????? 2021 ???? ????????? ??.??? ? ????. ????? ???? ????? 110 ??? ???????. ?? ????? ??????? ?????? 4 ?????? , ??? ? ???????? ?????5",-1,,3,2,2,3,1,3,2,4,,,,,,,,,1,1,1,1,1,1,1,,1,41,10,1,3,,3,1,,1,2,,"1",,,1,9,20,38,126,68,34,50,345,,2021-05-14 14:21:14,1,0,7,7,0,0,1.32,16
3661,,,"russia","interview","rus",2021-05-14 14:15:33,3,,1,4,1,5,2,3,,,,,,,1,,,10,,10,,4,,2,"?????????? ?????? ????????? ? ??? ????. ????? ??????? ?????????? ????? 100 ????????? ???????",3,,3,3,2,3,2,2,3,3,,,,,,,,,2,2,2,3,2,2,2,,1,28,7,2,4,,1,1,,1,2,,"1",,,1,5,30,58,148,70,43,56,410,,2021-05-14 14:22:23,1,0,7,7,0,0,1.25,13
3662,,,"russia","interview","rus",2021-05-14 14:15:37,3,,1,1,1,3,1,2,,,,,,,16,,,-1,,10,,3,,-1,"? ??????????? ?????? ?????? ? ???. ????, ?? ??????????? ??????? ???????? 4 ??????.",4,,1,2,1,1,2,1,2,1,,,,,,,,,2,2,2,3,2,-1,2,,1,35,10,3,1,,1,1,,2,2,,"1",,,1,14,45,72,115,92,67,80,485,,2021-05-14 14:23:42,1,0,7,7,0,0,0.83,1
3663,,,"russia","interview","rus",2021-05-14 14:15:38,3,,2,5,2,5,1,1,,,,,,,1,,,5,,3,,2,,1,"19 ???????? ??????? ?????? ? ???.????. ????????????? ?????? ????? 110 ????????? ???????.",2,,4,3,3,3,3,3,3,4,,,,,,,,,3,2,3,3,1,-1,-1,,1,40,10,2,3,,5,1,,2,2,,"1",,,1,4,23,56,124,69,37,89,402,,2021-05-14 14:22:21,1,0,7,7,0,0,1.35,21
3664,,,"russia","interview","rus",2021-05-14 14:15:41,3,,-9,5,-9,5,5,4,,,,,,,1,,,1,,6,,3,,1," 19 ???????? 2021 ???? ?????????? ?????? ????????? ??????????????? ????, ????? 2000 ?????????????????? ?????????? ?????? ??????? ? ?????? ?? 450 ???? ? ??????????. ?????????? ????? ??????? ?????? ????? 110 ????????? ???????. ",2,,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,,1,28,4,2,5,,5,1,,2,1,,"1",,,1,34,26,52,139,50,40,71,412,,2021-05-14 14:22:33,1,0,7,7,5,5,1.02,6
3665,,,"russia","interview","rus",2021-05-14 14:15:44,2,,2,5,4,5,4,5,,,,,,,2,,,5,,8,,4,,2," 19 ???????? 2021 ???? ????????? ?????? ????????? ???.????. ?????? ?? 450 ????.",2,,3,3,3,3,3,3,3,3,,,,,,,,,2,1,3,2,1,1,3,,1,41,10,4,1,,1,1,,2,2,,"1",,,1,4,44,108,102,168,54,58,538,,2021-05-14 14:24:42,1,0,7,7,0,0,1.12,19
3666,,,"russia","interview","rus",2021-05-14 14:15:45,3,,1,2,3,4,5,4,,,,,,,16,,,4,,2,,3,,2,"19 ???????? 2021 ????,? ??????????? ????? ?????? ?????????.?????? ??????? 2000 ?????????,????? ???????? ?? 450 ???? ? ??????????.??????? ?? ?????? ?????? 110 ????????? ???????.",2,,4,3,3,3,2,2,4,4,,,,,,,,,2,2,3,2,3,3,2,,1,21,5,2,5,,5,1,,-1,2,,"1",,,1,10,32,51,127,78,27,53,378,,2021-05-14 14:22:03,1,0,7,7,0,0,1.17,9
3667,,,"russia","interview","rus",2021-05-14 14:15:52,-9,,,,,,,,,,,,,,-9,,,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,631,1563,,,,,,44,,2021-05-14 14:52:26,0,0,2,2,75,75,0.02,0
3669,,,"russia","interview","rus",2021-05-14 14:17:40,-1,,2,-9,2,2,2,2,,,,,,,15,,,8,,8,,4,,1,"??????",1,,3,3,3,3,3,3,3,3,,,,,,,,,3,4,3,3,3,4,1,,2,33,7,1,1,,1,1,,1,2,,"1",,,1,17,18,10,14,14,5,21,99,,2021-05-14 14:19:19,1,0,7,7,3,2,2.48,201
3671,,,"russia","interview","rus",2021-05-14 14:18:11,1,,1,5,2,5,2,2,,,,,,,4,,,4,,10,,3,,1,"?????? ? ?????? ?????? ? ???????, ??????? ????? ??????? ????? 100 ??? ???????, ? ????? ?? ?????? ? ?????????? 4 ??????",4,,4,2,1,1,1,1,1,2,,,,,,,,,1,1,1,1,1,1,2,,2,45,10,1,2,,2,1,,3,2,,"1",,,1,9,26,43,89,50,30,46,293,,2021-05-14 14:23:04,1,0,7,7,0,0,1.4,20
3675,,,"russia","interview","rus",2021-05-14 14:22:41,3,,1,4,1,5,1,4,,,,,,,1,,,10,,10,,3,,2,"?????? ?????? ? ???. ????? ??? ????????? ????? 100 ????????? ???????",3,,3,3,2,2,2,2,3,3,,,,,,,,,2,2,2,2,2,2,2,,1,28,7,2,4,,1,1,,1,2,,"2",,,1,8,13,28,33,32,17,21,152,,2021-05-14 14:25:13,1,0,7,7,0,0,2.41,78
3676,,,"russia","interview","rus",2021-05-14 14:23:40,2,,1,4,2,5,5,2,,,,,,,1,,,4,,5,,4,,1,"? ??????????? ??????? ?????? ????????? ? ??????? ?????? ????????????? ?????? ????? 110 ???????? ???????",4,,3,1,3,3,3,3,1,4,,,,,,,,,1,3,1,1,3,1,1,,2,60,4,2,3,,2,1,,-9,2,,"2",,,1,1146,30,33,122,84,15,45,342,,2021-05-14 14:48:15,1,0,7,7,3,3,1.29,23
3680,,,"russia","interview","rus",2021-05-14 14:24:18,3,,-9,3,2,4,3,4,,,,,,,16,,,5,,7,,2,,1,"?????? ????? ???? ??????? ?????? ? ????. ???????????, ??? ?????? ??????, ?????? ?????? ??????? ?????? ??? ???? ? ??????????. ????????, ??? ???????? ????????? ? ????????? ?????????? ???????.",3,,3,3,2,2,2,2,3,2,,,,,,,,,3,3,2,3,2,3,3,,1,39,10,2,1,,1,1,,2,1,,"2",,,1,48,30,82,366,95,64,54,739,,2021-05-14 14:36:37,1,0,7,7,3,2,0.71,1
3681,,,"russia","interview","rus",2021-05-14 14:24:19,3,,2,2,1,5,5,5,,,,,,,16,,,-1,,10,,3,,1,"????????????? ???????. ?????? ?? ??????? ??? ??????, ???? ????? ???? ? ???????? ???? ???????? ?? ???? ?? ?????? ??? ?????!! ",4,,1,2,1,1,1,1,1,1,,,,,,,,,1,1,2,1,1,1,1,,2,31,7,2,5,,1,1,,2,2,,"2",,,1,11,38,86,149,73,55,95,507,,2021-05-14 14:32:46,1,0,7,7,0,0,0.86,1
3682,,,"russia","interview","rus",2021-05-14 14:24:21,2,,4,5,2,5,5,5,,,,,,,1,,,6,,9,,2,,2,"???? ?????? ??? ???????",2,,2,2,2,2,2,2,3,2,,,,,,,,,2,2,3,2,2,2,-1,,1,18,4,2,2,,3,1,,3,2,,"4",,,1,7,20,30,138,34,32,36,297,,2021-05-14 14:29:18,1,0,7,7,0,0,1.65,33
3683,,,"russia","interview","rus",2021-05-14 14:24:21,2,,2,1,1,5,5,3,,,,,,,16,,,1,,10,,4,,1,"? ???????? ????? ?????? ???.????.?????????? ????? 2000 ?? 450 ????.????? ??????????? ??? ???? ?????????????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,1,,2,33,7,2,2,,1,1,,2,2,,"2",,,1,75,37,58,158,60,54,165,607,,2021-05-14 14:34:28,1,0,7,7,0,0,0.76,2
3684,,,"russia","interview","rus",2021-05-14 14:24:21,4,,1,5,2,5,1,5,,,,,,,1,,,-1,,10,,3,,2,"?????? 19.09.2021 ?????? ? ????????? ??????????? ?? ??????? ?????? ????????????? ????????.",3,,2,3,2,2,1,2,2,2,,,,,,,,,1,1,2,2,1,2,1,,2,33,7,2,3,,1,1,,2,2,,"2",,,1,68,32,59,94,78,51,57,439,,2021-05-14 14:31:40,1,0,7,7,0,0,0.92,4
3685,,,"russia","interview","rus",2021-05-14 14:24:21,2,,1,4,5,5,5,5,,,,,,,16,,,7,,5,,3,,2,"????? ? ?????? ??????? ??????. ??????????? ??? ??? ???????????, ? ?????? ?????? ?????? ? ?????????. ? ????? ??????????, ??? ?????? ?????? ? ?????????? ??????????? ?? ??????? ???????? ?????? ? ????????. ",2,,3,3,2,3,3,2,2,3,,,,,,,,,3,2,2,2,1,4,2,,2,26,10,1,1,,1,1,,2,1,,"2",,,1,213,53,74,129,87,31,54,441,,2021-05-14 14:35:02,1,0,7,7,0,0,0.84,4
3686,,,"russia","interview","rus",2021-05-14 14:24:22,2,,1,1,1,4,3,5,,,,,,,1,,,6,,6,,3,,2,"?????? ? ???????? ??? ????. ?????? ??? ????????????? ??????????? ???????? ???????.",2,,3,3,3,4,4,4,4,4,,,,,,,,,3,4,2,3,-1,-1,3,,1,38,7,1,1,,1,1,,2,2,,"2",,,1,20,27,50,69,66,33,47,312,,2021-05-14 14:29:34,1,0,7,7,0,0,1.24,14
3687,,,"russia","interview","rus",2021-05-14 14:24:22,2,,1,5,5,5,-9,-9,,,,,,,16,,,4,,10,,3,,1,"19.09.2021 ? ??????? ?????? ? ???????. ????????, ??? ?????? 4 ?????? ? ?????? ?????????????? ????????? ???????????.",4,,3,3,1,1,2,2,2,2,,,,,,,,,3,3,1,2,2,2,1,,2,44,10,4,1,,1,1,,2,2,,"2",,,1,16,28,51,107,71,39,37,349,,2021-05-14 14:30:11,1,0,7,7,5,5,1.16,9
3690,,,"russia","interview","rus",2021-05-14 14:24:24,1,,4,5,4,5,5,4,,,,,,,16,,,-1,,10,,-1,,1,"?????? ????? ???? ???????",3,,-1,1,2,1,2,1,1,1,,,,,,,,,-1,-1,-1,-1,2,-1,-1,,2,24,4,1,1,,1,1,,2,2,,"2",,,1,9,13,24,37,32,12,37,164,,2021-05-14 14:27:08,1,0,7,7,0,0,2.32,75
3691,,,"russia","interview","rus",2021-05-14 14:24:25,2,,1,3,5,5,5,1,,,,,,,16,,,-1,,7,,3,,1,"?????? ?????????? ??????. ?? ?????? ?????????????? ????????? ???????????",3,,3,2,2,3,2,3,2,3,,,,,,,,,4,4,4,-1,4,4,3,,1,27,8,3,3,,3,1,,-1,2,,"2",,,1,16,19,50,92,70,36,49,332,,2021-05-14 14:29:57,1,0,7,7,0,0,1.23,13
3694,,,"russia","interview","rus",2021-05-14 14:24:28,4,,1,1,1,2,1,2,,,,,,,16,,,5,,7,,3,,1,"? ?????? ???????? ?????? ????????? ??? ?????, ???????????????? ??????????? ?????? ? ???????????.",4,,3,3,1,1,1,1,3,1,,,,,,,,,3,2,4,3,2,3,3,,2,53,10,3,2,,1,1,,2,2,,"2",,,1,90,26,55,181,67,48,69,536,,2021-05-14 14:33:24,1,0,7,7,0,0,0.86,3
3695,,,"russia","interview","rus",2021-05-14 14:24:28,2,,1,5,2,5,5,5,,,,,,,1,,,5,,6,,2,,2,"????????? ?????? ? ????????. ????? ???? ?????? ??????????",1,,4,3,3,3,3,3,3,4,,,,,,,,,3,3,3,2,2,2,-1,,1,38,10,1,1,,1,1,,2,2,,"4",,,1,17,22,43,50,61,32,42,267,,2021-05-14 14:28:55,1,0,7,7,0,0,1.47,25
3697,,,"russia","interview","rus",2021-05-14 14:24:29,1,,-9,-9,-9,5,-9,-9,,,,,,,4,,,10,,7,,3,,1,"?????? ???? ?????? ?????? ?????????, ?? ??? ?? ????? ?? ???. ? ????? ???? ???????????? ?????????????? ?????????, ??? ??????? ? ?????????? ?????? ????????????? ???????? ? ? ??????????? ????????????? ?????????????.",3,,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,,1,50,7,2,1,,2,1,,3,2,,"4",,,1,27,88,81,278,73,60,68,675,,2021-05-14 14:35:44,1,0,7,7,13,12,0.67,0
3700,,,"russia","interview","rus",2021-05-14 14:24:30,2,,1,4,4,4,4,3,,,,,,,1,,,6,,10,,3,,1,"?????? ????????? ??????????????? ???? ? ???????? ?????????",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,3,,1,35,10,2,1,,1,1,,2,2,,"2",,,1,43,36,71,217,71,47,56,541,,2021-05-14 14:33:31,1,0,7,7,0,0,0.81,1
3701,,,"russia","interview","rus",2021-05-14 14:24:30,2,,5,-9,3,4,3,2,,,,,,,1,,,3,,10,,2,,2,"? ??????? ????????? ??????????????? ????, ??????? ????????? 19 ???????? 2021 ????, ?????????? ????????? ?? ??????? ?????? ????????????? ???????? ?? ?????? ???????? ??????. ????? ???? ????????? ????? ????????????? ????????, ????????? ? ???? ??????????, ???? ?????????? ? ????????? ???????????????.",3,,2,3,3,2,1,2,3,3,,,,,,,,,3,3,4,1,4,3,2,,2,63,7,2,5,,2,1,,1,1,,"4",,,1,10,47,76,302,468,19,54,582,,2021-05-14 14:40:46,1,0,7,7,3,2,0.96,12
3705,,,"russia","interview","rus",2021-05-14 14:24:34,2,,-1,4,4,5,4,3,,,,,,,16,,,4,,5,,3,,1,"????? ?????? ? ???? ? ?? ??? ?????? ???????? ???????? ????? ??????????",3,,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,2,,2,48,10,1,1,,1,1,,2,1,,"2",,,1,16,37,92,90,76,53,98,462,,2021-05-14 14:32:16,1,0,7,7,0,0,0.89,4
3709,,,"russia","interview","rus",2021-05-14 14:24:42,2,,1,1,1,5,1,2,,,,,,,16,,,5,,-1,,4,,2,"19 ???????? ??????? ?????? ? ????. ??????????? ??????, ?????? ?????? ???????? ????? ? ??????????, ???? ????????? ? ????????????? ??????????? ????????.",4,,1,2,1,2,1,1,1,1,,,,,,,,,2,1,2,2,1,1,1,,2,37,10,3,1,,1,1,,2,2,,"2",,,1,3,42,65,228,111,49,65,563,,2021-05-14 14:34:05,1,0,7,7,0,0,1.1,24
3710,,,"russia","interview","rus",2021-05-14 14:24:46,1,,1,1,1,4,1,2,,,,,,,16,,,1,,-1,,4,,-1,"???????????, ??? ????? ??????????? 19.09.21 ?????? ???????? ? ???????? ?????????????? ? ?????? ???????? ?????? ",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,2,3,3,3,3,1,,2,23,10,4,1,,5,1,,-1,2,,"2",,,1,3,15,40,104,41,23,53,279,,2021-05-14 14:29:25,1,0,7,7,0,0,1.81,50
3711,,,"russia","interview","rus",2021-05-14 14:24:46,3,,2,-9,4,3,-9,4,,,,,,,1,,,7,,7,,1,,1,"????? ??????? ? ???????? ??????????????? ????, ??????? ?????? ? ?????? 19 ???????? 2021 ????, ???????????? ???????? ????????? ?? ??????? ?????? ????????????? ????????. ????????? ? ?????? ??????????  ????? ????????????? ???????? ??????? ????????? ?? ?????? ??????.",4,,3,3,1,3,2,3,2,4,,,,,,,,,4,1,4,3,4,4,3,,1,64,8,2,5,,2,1,,1,1,,"4",,,1,9,39,394,178,82,43,76,487,,2021-05-14 14:38:27,1,0,7,7,5,5,0.84,3
3712,,,"russia","interview","rus",2021-05-14 14:24:46,3,,1,4,2,5,5,4,,,,,,,4,,,7,,10,,3,,1,"? ?????? ????? ???? ???? ?????? ????????? ??????????????? ????. ????? ???????? ????? ?????? ??????, ?? ??? ??????? ???? ???????? ???????? ?????????, ? ???? ???? ??????? ????????? ?? ???????? ??????.",4,,2,1,1,1,3,1,2,1,,,,,,,,,3,2,3,1,2,2,2,,1,24,8,3,1,,1,1,,2,2,,"2",,,1,3,45,31,182,41,46,47,395,,2021-05-14 14:31:21,1,0,7,7,0,0,1.48,38
3713,,,"russia","interview","rus",2021-05-14 14:24:47,1,,3,5,2,5,4,3,,,,,,,3,,,10,,7,,3,,2,"?????????  ?????? ????????????? ????????,????? ?????????? ? ????????? ??????????????",2,,4,2,3,3,3,3,3,4,,,,,,,,,2,2,2,1,2,3,3,,2,35,7,3,5,,1,1,,3,2,,"4",,,1,5,59,78,104,57,33,56,392,,2021-05-14 14:31:20,1,0,7,7,0,0,1.27,18
3714,,,"russia","interview","rus",2021-05-14 14:24:48,1,,1,5,1,5,1,5,,,,,,,1,,,10,,10,,3,,1,"?????????? ??? ?????? ?????????? ? ????? ???????? ??? ??? ???? ? ??????????? ? ?????? ????????????? ????????? ???????, ? ?????????  ?????? ?????????, ? ?????????????  ??????????? ???????  ? ?????? ?????????? ?? ???????? ??????",3,,4,2,1,4,1,2,1,4,,,,,,,,,1,1,4,4,1,1,3,,1,46,10,2,5,,1,1,,2,2,,"2",,,1,31,38,57,188,92,49,106,561,,2021-05-14 14:34:09,1,0,7,7,0,0,0.75,0
3716,,,"russia","interview","rus",2021-05-14 14:24:55,2,,4,5,5,5,5,5,,,,,,,1,,,8,,6,,3,,1,"? ????????? ????? ????????? ?????? ????????? ??????????????? ????. ????? ???? ?????, ??? ????? ???????????? ????????? ? ??????????????? ??????????. ",2,,3,3,4,3,3,4,4,4,,,,,,,,,3,3,3,3,3,3,4,,1,37,10,2,1,,3,1,,1,2,,"4",,,1,15,36,69,177,56,47,66,466,,2021-05-14 14:32:41,1,0,7,7,0,0,0.93,2
3717,,,"russia","interview","rus",2021-05-14 14:24:56,2,,2,4,1,5,2,5,,,,,,,4,,,9,,8,,2,,2,"19 ???????? 2021 ???? ????????? ??????. ??? ????????? ????????? ??????? ???????? ????????? ???????????????. ",2,,2,1,2,2,3,1,3,3,,,,,,,,,2,2,3,2,2,2,2,,1,18,4,1,1,,4,1,,-1,2,,"4",,,1,3,46,59,183,85,64,100,540,,2021-05-14 14:33:56,1,0,7,7,0,0,1.08,24
3718,,,"russia","interview","rus",2021-05-14 14:25:10,3,,2,5,5,5,1,5,,,,,,,1,,,8,,8,,3,,2,"?????? ????????? ?? ???????,? ?????????.",2,,3,3,3,4,4,4,3,4,,,,,,,,,3,3,3,3,3,3,3,,2,49,7,3,5,,1,1,,2,2,,"2",,,1,26,118,129,221,136,65,112,807,,2021-05-14 14:38:37,1,0,7,7,0,0,0.51,0
3719,,,"russia","interview","rus",2021-05-14 14:26:29,2,,1,5,2,4,2,4,,,,,,,1,,,10,,7,,4,,1,"19 ???????? ? ?????? ?????? ?????? ?????? ????????? ??????????????? ????.<br><br>???????????, ??? ????? ??????? ????? ????????, ??? ?? ??????? ???? ???????? ????????? ?? ??????? ?????? ????????????? ????????, ? ???????? ?????? ?????????? ? ??????? ??????????? ???????? ??????? ???? ? ?????? ?????????? ?? ???????? ??????.",3,,4,3,2,2,2,2,3,4,,,,,,,,,2,3,3,1,3,1,3,,2,34,4,2,2,,1,1,,2,2,,"2",,,1,5,91,196,597,252,100,295,1536,,2021-05-14 14:52:05,1,0,7,7,0,0,0.63,11
3720,,,"russia","interview","rus",2021-05-14 14:27:24,2,,1,2,1,5,4,4,,,,,,,16,,,3,,9,,3,,2,"? ???????? ????????????? ?????????? ??????? ? ??????? ??. ???????????? ????????? ???????? ? ???????? ??????????? ?????? ????????????? ?? ???",3,,2,1,1,2,2,2,2,2,,,,,,,,,2,2,1,2,2,2,2,,2,32,9,2,2,,1,1,,2,2,,"2",,,1,9,18,40,191,36,29,23,346,,2021-05-14 14:33:10,1,0,7,7,0,0,1.65,34
3726,,,"russia","interview","rus",2021-05-14 14:36:09,3,,-9,-9,-9,5,-9,-9,,,,,,,16,,,-1,,5,,3,,1,"?????? ?????????? , ????????? ? ????????????? ?????????????? ????????? ?? ?????????",1,,4,4,4,4,3,3,4,4,,,,,,,,,3,3,3,3,2,1,3,,2,53,7,2,4,,6,1,,2,2,,"4",,,1,60,89,68,337,109,72,113,848,,2021-05-14 14:50:17,1,0,7,7,13,12,0.52,0
3729,,,"russia","interview","rus",2021-05-14 14:36:12,1,,3,2,1,5,-9,-9,,,,,,,2,,,2,,10,,4,,2,"19 ???????? ?????? ?????????? ??????.????? ??????????? ??? ??? ?????????????????? ? ????? ???????  ?????????? ? ????????? ???????????????.",3,,2,2,1,1,3,1,2,1,,,,,,,,,1,3,4,4,4,4,2,,2,45,7,3,2,,1,1,,2,2,,"4",,,1,34,80,48,233,67,51,47,560,,2021-05-14 14:45:32,1,0,7,7,5,5,0.83,5
3730,,,"russia","interview","rus",2021-05-14 14:36:12,2,,-9,5,1,5,3,5,,,,,,,3,,,3,,8,,3,,2,"19 ???????? ????????? ?????? ?????????.?????????? ???? ???????????????? ? ???????? ??????? ? ??????? ??????????.",3,,3,3,2,2,2,2,2,3,,,,,,,,,1,1,2,3,2,3,2,,1,34,10,4,4,,1,1,,2,2,,"2",,,1,12,80,89,163,88,1390,49,524,,2021-05-14 15:07:23,1,0,7,7,3,2,0.73,2
3732,,,"russia","interview","rus",2021-05-14 14:36:13,3,,3,4,3,4,4,4,,,,,,,16,,,7,,6,,2,,2,"????? ????????? ??????? ???? ???????? ????????? ? ?????? ????????????? ????????. ? ?????????? ?????????? ????? ????? ???? ????????? ?? ??????? ????????????? ???????? ? ?????????? ? ????????? ???????????????. ",3,,3,3,3,3,2,3,3,3,,,,,,,,,3,3,3,3,3,3,-1,,1,21,8,3,2,,4,1,,-1,-1,,"4",,,1,8,18,47,162,38,36,53,362,,2021-05-14 14:42:15,1,0,7,7,0,0,1.39,21
3733,,,"russia","interview","rus",2021-05-14 14:36:13,2,,2,5,3,5,5,3,,,,,,,16,,,-1,,7,,-1,,1,"?????? ?????? ? ???????????",4,,3,2,1,1,1,1,2,2,,,,,,,,,2,3,3,3,3,3,-1,,1,33,10,3,3,,5,1,,1,2,,"4",,,1,17,20,36,57,49,33,40,252,,2021-05-14 14:40:25,1,0,7,7,0,0,1.53,28
3734,,,"russia","interview","rus",2021-05-14 14:36:14,2,,-9,5,-9,-9,-9,-9,,,,,,,1,,,-1,,4,,3,,2,"? ?????? ?????????? ? ????????? ?????????????? ?? ??????? ???????",1,,4,3,4,3,2,3,2,4,,,,,,,,,1,1,1,1,1,1,3,,2,48,6,2,3,,5,1,,2,1,,"2",,,1,8,20,21,88,69,27,69,302,,2021-05-14 14:41:16,1,0,7,7,13,12,1.59,30
3735,,,"russia","interview","rus",2021-05-14 14:36:14,3,,2,5,1,5,-9,-9,,,,,,,16,,,7,,7,,4,,1,"????????? ??????, ???? ???????? ?????????.",3,,3,3,3,2,2,2,2,2,,,,,,,,,2,2,3,2,2,2,2,,1,64,10,3,1,,2,1,,3,2,,"4",,,1,49,35,62,61,83,29,65,384,,2021-05-14 14:42:38,1,0,7,7,5,5,1.09,12
3737,,,"russia","interview","rus",2021-05-14 14:36:14,2,,5,5,2,5,4,5,,,,,,,4,,,5,,4,,3,,1,"?????????? ??????. ???? ?????????.",2,,4,3,3,3,3,3,3,4,,,,,,,,,2,3,3,2,2,2,3,,2,41,10,2,3,,1,1,,2,-1,,"2",,,1,58,29,81,88,126,64,52,498,,2021-05-14 14:44:33,1,0,7,7,0,0,0.86,5
